,name,similarity,xValue,yValue
0,人民,1.0,-2.5284955501556396,5.392317771911621
1,各族人民,0.7092493176460266,-0.07136065512895584,4.914040565490723
2,广大职工,0.6719194650650024,2.1999778747558594,1.4418913125991821
3,亿万人民,0.628898024559021,2.2265210151672363,-0.8938294053077698
4,党和人民,0.6285085678100586,-3.685795783996582,0.9809736013412476
5,人民大众,0.6055986881256104,1.1020245552062988,-2.1130142211914062
6,民众,0.5841681361198425,-3.2965359687805176,-1.6837570667266846
7,百姓,0.5809015035629272,-2.5715787410736084,-2.069268226623535
8,党和政府,0.5731579661369324,-1.5456877946853638,-0.03421017527580261
9,职工群众,0.5673854351043701,-0.8355003595352173,-1.3395195007324219
10,信教,0.5633974671363831,3.2008330821990967,0.6825652718544006
11,港人,0.5624260902404785,1.3446797132492065,-2.2955551147460938
12,广大群众,0.5565719604492188,-1.4636614322662354,-0.965008556842804
13,同胞,0.5539191961288452,-3.771486759185791,1.8537495136260986
14,各界,0.5474490523338318,1.1948705911636353,1.7895523309707642
15,放在心上,0.5369694232940674,2.453097343444824,-1.1929261684417725
16,全人类,0.5358735918998718,-0.7066866159439087,-1.4053905010223389
17,长远利益,0.5339258313179016,0.9463800191879272,0.5918090343475342
18,台湾同胞,0.5328896045684814,-2.664717674255371,0.05790868028998375
19,老百姓,0.532111406326294,-3.486489772796631,-2.8634402751922607
20,损了,0.5304630398750305,2.8338918685913086,-3.021148204803467
21,青年一代,0.5281229019165039,0.7054261565208435,-2.1584300994873047
22,公民,0.5253350734710693,-3.547302484512329,-3.0752346515655518
23,广大干部,0.5170727968215942,5.2043914794921875,2.7704825401306152
24,两国人民,0.5132056474685669,-2.475428342819214,6.216756343841553
25,密切联系,0.5070236921310425,5.361634254455566,2.2286763191223145
26,依靠人民,0.5040528774261475,4.171223163604736,0.41901323199272156
27,军民,0.49965235590934753,2.203916549682617,-0.2591634690761566
28,妇女,0.49871280789375305,-1.4174656867980957,-2.041513681411743
29,主权,0.4972325265407562,-3.8721020221710205,1.1856791973114014
30,告状信,0.4967876374721527,2.791425943374634,-3.1140034198760986
