,name,similarity,xValue,yValue
0,人民,1.0,0.45686855912208557,-0.05657816305756569
1,工人阶级,0.7003442049026489,-0.7793262004852295,-0.45454925298690796
2,革命者,0.6158203482627869,-1.7121533155441284,1.1446993350982666
3,青年,0.588428795337677,-4.161534786224365,-2.0397801399230957
4,各族人民,0.5856821537017822,1.9866234064102173,-2.4665443897247314
5,共产党人,0.5790998339653015,-2.729102373123169,2.0253188610076904
6,文艺工作者,0.5647669434547424,-2.715798854827881,-1.4091384410858154
7,亿万人民,0.5553240776062012,0.5395321846008301,-0.8670547008514404
8,妇女,0.5444162487983704,-2.5477170944213867,-2.6070730686187744
9,马克思列宁主义者,0.5097100138664246,-2.8350439071655273,4.326806545257568
10,朋友,0.5056891441345215,-4.79722261428833,1.6517916917800903
11,七亿,0.4994948208332062,1.267938494682312,5.909611225128174
12,党和人民,0.49438148736953735,2.0356929302215576,-0.45993301272392273
13,全,0.48987141251564026,0.9455921053886414,0.7631465792655945
14,群众,0.48085442185401917,-3.202719211578369,-1.8753849267959595
15,民族解放,0.47853022813796997,5.180764198303223,-1.1027289628982544
16,农民,0.46040675044059753,-3.033780813217163,-2.5669901371002197
17,现阶段,0.4600479304790497,0.5717878341674805,-0.9953196048736572
18,全世界,0.45956674218177795,2.0003631114959717,5.222627639770508
19,我们,0.45362553000450134,-0.3931817412376404,0.4773305356502533
20,兄弟,0.4525121748447418,0.1665676385164261,1.3563165664672852
21,侵略,0.4505904018878937,5.434258937835693,-0.9659008979797363
22,中国共产党,0.44903233647346497,1.9896076917648315,4.291565418243408
23,亚非拉,0.44763806462287903,1.0066038370132446,2.346646308898926
24,进步力量,0.44630539417266846,0.3701149821281433,-0.733954906463623
25,未来,0.44458094239234924,0.8004313707351685,0.5491608381271362
26,民族,0.44291001558303833,6.986284255981445,-1.50304114818573
27,军民,0.44148245453834534,3.374725580215454,-5.811195373535156
28,工人,0.43568357825279236,-4.475170135498047,-2.5920889377593994
29,作家,0.4342361092567444,-2.5060572624206543,-0.7264666557312012
30,肩负起,0.434129923582077,0.7750505208969116,-0.8312961459159851
