,name,similarity,xValue,yValue
0,人民,1.0,0.10922501981258392,5.516064643859863
1,各族人民,0.761040449142456,-0.7110644578933716,6.491250991821289
2,亿万人民,0.6806753277778625,-0.8418053388595581,-1.406580924987793
3,广大群众,0.6651080250740051,-2.3108363151550293,2.6216328144073486
4,同胞,0.6252037882804871,-4.439545154571533,1.7497047185897827
5,党和人民,0.6211423277854919,1.544775128364563,2.1605565547943115
6,工人阶级,0.6208178400993347,1.2393726110458374,-0.500003457069397
7,子孙后代,0.6123186945915222,-0.8975968360900879,-0.6960850954055786
8,青年一代,0.5953578352928162,0.08735781908035278,0.06626169383525848
9,妇女,0.5717472434043884,-2.7899317741394043,-0.857707142829895
10,党和政府,0.5636080503463745,1.0498292446136475,1.3550865650177002
11,群众,0.5627599954605103,-3.143024206161499,1.7928814888000488
12,党,0.5621880292892456,3.3827807903289795,2.273024797439575
13,中华民族,0.5586860775947571,3.557528257369995,-0.5218604803085327
14,军民,0.5515943169593811,-3.902602434158325,2.830946922302246
15,互相冲突,0.5441318154335022,-1.9156688451766968,-4.081410884857178
16,四化建设,0.5426770448684692,4.264886379241943,1.496945858001709
17,退休者,0.5412831902503967,-2.219930410385132,-3.298323392868042
18,繁荣昌盛,0.5343807339668274,0.4768977761268616,-2.043306827545166
19,民族,0.5319757461547852,2.4899725914001465,-0.5825543403625488
20,炎黄子孙,0.5292728543281555,-0.4014659523963928,-2.2070131301879883
21,爱国者,0.5222694277763367,-1.5163438320159912,-2.8816049098968506
22,社会主义,0.5173745155334473,8.131340026855469,0.12533394992351532
23,幸福,0.5156147480010986,0.9517716765403748,-1.8260247707366943
24,文艺工作者,0.514898419380188,-1.7486703395843506,-0.18584445118904114
25,全人类,0.5117462873458862,0.5230101943016052,-2.724158763885498
26,四化大业,0.5116497874259949,1.5254212617874146,-1.5391275882720947
27,城乡人民,0.5114914774894714,-2.023723602294922,-0.8490519523620605
28,广大青年,0.5103181004524231,-1.055572509765625,-0.9309046268463135
29,公民,0.5092719197273254,-1.754087209701538,-0.1474171280860901
30,社会,0.5078299641609192,2.3376951217651367,-1.200710415840149
