,name,similarity,xValue,yValue
0,人民,1.0,6.204257011413574,-1.7781054973602295
1,各族人民,0.7514758110046387,7.279557228088379,-4.140724182128906
2,党和人民,0.668960452079773,3.8206589221954346,-0.18570780754089355
3,亿万人民,0.6679790019989014,-0.5909548997879028,-0.5051197409629822
4,广大职工,0.6531771421432495,-1.4231235980987549,-0.6853001117706299
5,广大干部,0.6266641020774841,1.8248957395553589,-4.98420524597168
6,工人阶级,0.6233265995979309,2.6919357776641846,-1.9181972742080688
7,军民,0.6215572953224182,0.2284337282180786,-2.279095411300659
8,信教,0.6076030135154724,-1.1957951784133911,-1.827649474143982
9,台湾同胞,0.6012831330299377,1.1328837871551514,3.463454008102417
10,人民大众,0.5932927131652832,-3.043877124786377,0.4055314064025879
11,少年儿童,0.5913954377174377,-0.8548398613929749,-0.9120988845825195
12,百姓,0.5841711759567261,-1.259177565574646,1.6363675594329834
13,两岸人民,0.5827367901802063,-1.8266280889511108,0.8611764311790466
14,公安民警,0.5775049924850464,-1.3589162826538086,-2.6890101432800293
15,民众,0.5735094547271729,-0.43042752146720886,1.2852485179901123
16,子孙后代,0.5653079152107239,-1.6254714727401733,1.361108660697937
17,香港市民,0.55978924036026,-2.7516088485717773,0.15810373425483704
18,中华儿女,0.5572366714477539,0.3286728858947754,0.22790716588497162
19,广大群众,0.5541368722915649,-0.12463449686765671,1.0585031509399414
20,中华民族,0.5443406701087952,4.6129841804504395,2.5306496620178223
21,两国人民,0.5387302041053772,4.240581035614014,6.247586727142334
22,农村干部,0.5370643734931946,-2.6243417263031006,-1.3460112810134888
23,党和政府,0.5357416272163391,0.7867327332496643,1.786634087562561
24,老百姓,0.5313064455986023,-1.408926248550415,1.543529748916626
25,各族群众,0.5245198011398315,-2.2966885566711426,-0.3797811269760132
26,藏族同胞,0.524389386177063,-3.5277624130249023,-0.3713742792606354
27,同胞,0.5234531164169312,2.254774808883667,2.5774893760681152
28,多办实事,0.5182465314865112,-3.549330949783325,-0.6700188517570496
29,依靠人民,0.5107114911079407,-3.075629234313965,-0.818899393081665
30,社会公众,0.5000969767570496,-2.438237428665161,0.34800875186920166
