,name,similarity,xValue,yValue
0,人民,1.0,-0.34362006187438965,0.7288995981216431
1,工人阶级,0.721507728099823,-1.7181378602981567,-1.5718309879302979
2,各族人民,0.5986744165420532,-2.5464401245117188,0.8810502290725708
3,共产党人,0.5942294001579285,-1.1909281015396118,-3.4889824390411377
4,妇女,0.5926262736320496,-2.618431329727173,4.032839298248291
5,青年,0.5622506141662598,-3.3332135677337646,4.7938103675842285
6,进步力量,0.5581967830657959,-0.1859038770198822,-2.7187180519104004
7,同胞,0.5577240586280823,-1.0009013414382935,0.9951014518737793
8,兄弟,0.5490412712097168,1.096421241760254,4.343529224395752
9,正义事业,0.5364239811897278,1.259462833404541,-2.4497904777526855
10,公民,0.5360391139984131,-1.3734982013702393,1.7933413982391357
11,农民,0.5327447056770325,-3.720158100128174,2.060159683227539
12,工人,0.5309333801269531,-2.74565052986145,4.0561347007751465
13,共产党,0.5273696780204773,-1.7708698511123657,-3.6086971759796143
14,团结一致,0.5250216126441956,1.749340295791626,-1.6585074663162231
15,亿万人民,0.5215937495231628,-1.0761044025421143,-1.225415825843811
16,革命者,0.5182081460952759,-2.563344717025757,-2.9908432960510254
17,支持,0.5169081687927246,7.041538715362549,2.7239534854888916
18,坚决,0.5097042322158813,4.331487655639648,-0.03055993840098381
19,铁路职工,0.5062304139137268,-1.0361487865447998,0.728904128074646
20,侵略,0.5000882744789124,5.561690330505371,-0.3742695748806
21,爱国者,0.5000817179679871,-0.7857013940811157,-0.7516720294952393
22,全力支持,0.4993019104003906,4.975117206573486,1.2002825736999512
23,军民,0.49825751781463623,-0.48398247361183167,1.2216511964797974
24,反侵略,0.4979495704174042,2.596559524536133,-1.9819084405899048
25,积极支持,0.49724921584129333,3.953489303588867,1.3381298780441284
26,全人类,0.4911995530128479,-0.3761768639087677,-3.2759246826171875
27,人民意志,0.4904628098011017,-0.7918474674224854,-1.0035754442214966
28,我们,0.4878220558166504,-1.8709838390350342,-0.8146154880523682
29,美国黑人,0.48580804467201233,-1.7804011106491089,-2.4166340827941895
30,切身利益,0.4850204288959503,0.7473315596580505,-0.5358449816703796
