,name,similarity,xValue,yValue
0,人民,1.0,3.526785373687744,1.7047258615493774
1,各族人民,0.8541651964187622,5.32755708694458,1.969616413116455
2,民众,0.731622040271759,-1.4059902429580688,1.2129194736480713
3,亿万人民,0.6592661142349243,0.06851136684417725,-0.07211050391197205
4,军民,0.6576052904129028,1.7749186754226685,2.1798322200775146
5,党和人民,0.6404982805252075,1.041670322418213,-2.421809196472168
6,台湾同胞,0.6361314654350281,-0.8539009094238281,3.115342617034912
7,老百姓,0.6043426394462585,-3.1290018558502197,-1.451462745666504
8,信教,0.5969070792198181,0.3474971652030945,1.1779958009719849
9,人民大众,0.5946944952011108,-0.9628276824951172,0.14036819338798523
10,广大干部,0.591508150100708,3.4482202529907227,-3.185432195663452
11,两岸人民,0.5876951217651367,-1.4215023517608643,1.65309476852417
12,妇女,0.5778303146362305,-1.4269325733184814,0.6203513741493225
13,海外侨胞,0.5741681456565857,-1.23067307472229,1.907239556312561
14,党和政府,0.5667588114738464,1.65382719039917,-2.41365647315979
15,港人,0.5621492266654968,-0.697323203086853,-0.7305129766464233
16,同胞,0.5602796077728271,-1.1102055311203003,5.798729419708252
17,父老乡亲,0.5599597096443176,-2.6517107486724854,0.9804415106773376
18,广大群众,0.5576031804084778,-1.839445948600769,-4.273969650268555
19,藏族同胞,0.5569847822189331,-2.252187728881836,0.15398192405700684
20,百姓,0.5532599091529846,-3.3796374797821045,0.3577668070793152
21,各族群众,0.5527051091194153,-1.7710704803466797,0.4787053167819977
22,群众,0.5521778464317322,-2.5630581378936768,-4.41394567489624
23,干部群众,0.5440183877944946,-1.7442823648452759,-1.4897425174713135
24,广大职工,0.5440134406089783,0.3414376676082611,-3.1934800148010254
25,工人阶级,0.5429360270500183,6.674142837524414,-1.5240671634674072
26,团结,0.5397085547447205,3.6244330406188965,0.27218398451805115
27,繁荣昌盛,0.5389511585235596,1.114212989807129,3.1627352237701416
28,少年儿童,0.5317139625549316,-2.079056978225708,-1.0070751905441284
29,全人类,0.530345618724823,-1.1023646593093872,0.5355151295661926
30,共产党,0.5269902944564819,2.677957057952881,-1.2442834377288818
