,name,similarity,xValue,yValue
0,人民,1.0,5.971022129058838,0.28544700145721436
1,各族人民,0.7216421365737915,9.20138931274414,-1.262180209159851
2,亿万人民,0.6997227668762207,0.7482255101203918,-2.4265403747558594
3,党和人民,0.6360839605331421,3.39141845703125,0.37221211194992065
4,广大职工,0.619131326675415,1.0476913452148438,1.274739146232605
5,老百姓,0.6168219447135925,-0.6842941045761108,5.001448154449463
6,民众,0.612655758857727,-0.4729100465774536,3.1012752056121826
7,全人类,0.5895589590072632,-0.7298372983932495,-0.9287549257278442
8,工人阶级,0.5799429416656494,3.6093385219573975,-4.906215667724609
9,子孙后代,0.5780653953552246,-0.7568870186805725,-0.2862599194049835
10,信教,0.5708317160606384,-1.9079346656799316,-2.820127487182617
11,党和政府,0.5685788989067078,1.1385374069213867,1.8509072065353394
12,广大群众,0.565258264541626,0.10419371724128723,4.122688293457031
13,台湾同胞,0.564599871635437,0.5928422808647156,2.7525694370269775
14,文艺工作者,0.5616352558135986,-0.5116304755210876,-1.04091215133667
15,两岸人民,0.5566062927246094,-2.290323257446289,-0.9968822598457336
16,青年一代,0.5562664270401001,-1.5578625202178955,-1.3450144529342651
17,中华民族,0.5543045997619629,3.360767364501953,-2.1919875144958496
18,百姓,0.5522115230560303,-1.450825572013855,3.417313575744629
19,广大干部,0.551130473613739,2.0797080993652344,-2.288909673690796
20,各族群众,0.5484017729759216,-1.7189435958862305,0.6194108724594116
21,职工群众,0.547167956829071,0.09031584858894348,2.757668972015381
22,谭雪为,0.5342503190040588,-4.162306785583496,-2.591366767883301
23,热忱服务,0.5255707502365112,-4.157458305358887,-2.545132875442505
24,人民大众,0.5227432250976562,-2.5702931880950928,-1.10602867603302
25,社会公众,0.5178056955337524,-1.9498369693756104,0.2940438389778137
26,团员青年,0.5171365737915039,-1.0019961595535278,-1.4124000072479248
27,僧俗,0.51622474193573,-2.8811511993408203,-2.038983106613159
28,电视观众,0.5160880088806152,-2.4632883071899414,-0.9260527491569519
29,真诚,0.5135229825973511,-0.20512019097805023,-0.988911509513855
30,群众,0.5129275918006897,0.13744598627090454,6.2529401779174805
